Id,Runs,Boundaries,Six,Fifty,Hundred,Duck,Batting_Points,Wickets,4W_Haul,5W_Haul,Maidens,Bowling_Points,Total Points
176_AD Mascarenhas,9,0,0,0,0,0,9,2,0,0,0,50,59
176_P Dogra,41,4,2,0,0,0,49,0,0,0,0,0,49
176_SR Tendulkar,17,3,0,0,0,0,20,0,0,0,0,0,20
176_Z Khan,0,0,0,0,0,0,0,0,0,0,0,0,0
177_YA Abdulla,0,0,0,0,0,1,-2,1,0,0,0,25,23
177_A Mishra,0,0,0,0,0,0,0,1,0,0,0,25,25
177_RS Bopara,56,8,1,1,0,0,74,0,0,0,0,0,74
177_S Sreesanth,15,2,0,0,0,0,17,2,0,0,0,50,67
177_PP Chawla,5,0,0,0,0,0,5,0,0,0,0,0,5
177_G Gambhir,72,10,1,1,0,0,92,0,0,0,0,0,92
177_TM Dilshan,0,0,0,0,0,1,-2,1,0,0,0,25,23
177_Yuvraj Singh,4,1,0,0,0,0,5,0,0,0,0,0,5
177_RR Powar,3,0,0,0,0,0,3,0,0,0,0,0,3
177_M Kaif,6,1,0,0,0,0,7,0,0,0,0,0,7
177_KD Karthik,20,3,0,0,0,0,23,0,0,0,0,0,23
177_MF Maharoof,1,0,0,0,0,0,1,2,0,0,0,50,51
177_PJ Sangwan,0,0,0,0,0,0,0,1,0,0,0,25,25
177_MS Bisla,2,0,0,0,0,0,2,0,0,0,0,0,2
177_VY Mahesh,0,0,0,0,0,0,0,1,0,0,0,25,25
177_DPMD Jayawardene,0,0,0,0,0,1,-2,0,0,0,0,0,-2
177_AB de Villiers,7,0,0,0,0,0,7,0,0,0,0,0,7
177_M Manhas,31,2,0,0,0,0,33,0,0,0,0,0,33
177_DP Nannes,0,0,0,0,0,0,0,2,0,0,0,50,50
177_KC Sangakkara,17,2,1,0,0,0,21,0,0,0,0,0,21
177_V Sehwag,8,2,0,0,0,0,10,0,0,0,0,0,10
177_IK Pathan,21,2,0,0,0,0,23,1,0,0,0,25,48
178_BJ Hodge,50,7,0,1,0,0,65,0,0,0,0,0,65
178_M Kartik,0,0,0,0,0,0,0,2,0,0,0,50,50
178_RE van der Merwe,1,0,0,0,0,0,1,2,0,0,0,50,51
178_SP Goswami,8,2,0,0,0,0,10,0,0,0,0,0,10
178_RS Gavaskar,0,0,0,0,0,0,0,0,0,0,0,0,0
178_V Kohli,2,0,0,0,0,0,2,0,0,0,0,0,2
178_CK Langeveldt,0,0,0,0,0,0,0,1,0,0,0,25,25
178_A Kumble,0,0,0,0,0,0,0,0,0,0,0,0,0
178_MK Pandey,0,0,0,0,0,1,-2,0,0,0,0,0,-2
178_JH Kallis,65,8,1,1,0,0,83,0,0,0,0,0,83
178_R Dravid,21,3,0,0,0,0,24,0,0,0,0,0,24
178_AD Mathews,0,0,0,0,0,0,0,4,1,0,0,108,108
178_P Kumar,3,0,0,0,0,0,3,1,0,0,0,25,28
178_EJG Morgan,10,1,1,0,0,0,13,0,0,0,0,0,13
178_RV Uthappa,20,1,0,0,0,0,21,0,0,0,0,0,21
178_OA Shah,2,0,0,0,0,0,2,0,0,0,0,0,2
178_I Sharma,0,0,0,0,0,0,0,0,0,0,0,0,0
178_SC Ganguly,23,2,1,0,0,0,27,0,0,0,0,0,27
178_DW Steyn,0,0,0,0,0,0,0,0,0,0,0,0,0
178_CA Pujara,5,0,0,0,0,0,5,0,0,0,0,0,5
178_MK Tiwary,50,8,2,1,0,0,70,0,0,0,0,0,70
179_R Ashwin,0,0,0,0,0,1,-2,1,0,0,0,25,23
179_PP Ojha,0,0,0,0,0,0,0,2,0,0,0,50,50
179_M Muralitharan,1,0,0,0,0,0,1,0,0,0,0,0,1
179_Jaskaran Singh,0,0,0,0,0,0,0,0,0,0,0,0,0
179_MS Dhoni,42,5,2,0,0,0,51,0,0,0,0,0,51
179_S Tyagi,3,0,0,0,0,0,3,0,0,0,0,0,3
179_M Vijay,3,0,0,0,0,0,3,0,0,0,0,0,3
179_VVS Laxman,12,2,0,0,0,0,14,0,0,0,0,0,14
179_S Badrinath,5,1,0,0,0,0,6,0,0,0,0,0,6
179_RP Singh,0,0,0,0,0,0,0,1,0,0,0,25,25
179_A Symonds,50,6,3,1,0,0,70,2,0,0,0,50,120
179_SK Raina,6,1,1,0,0,0,9,0,0,0,0,0,9
179_JM Kemp,22,2,1,0,0,0,26,0,0,0,0,0,26
179_JA Morkel,42,4,3,0,0,0,52,0,0,0,0,0,52
179_L Balaji,15,2,1,0,0,0,19,0,0,0,0,0,19
179_HH Gibbs,45,6,1,0,0,0,53,0,0,0,0,0,53
179_TL Suman,10,2,0,0,0,0,12,0,0,0,0,0,12
179_WPUJC Vaas,0,0,0,0,0,0,0,3,0,0,1,83,83
179_RG Sharma,19,3,1,0,0,0,24,1,0,0,0,25,49
179_AC Gilchrist,38,7,3,0,0,0,51,0,0,0,0,0,51
179_ML Hayden,17,2,2,0,0,0,23,0,0,0,0,0,23
180_A Mishra,0,0,0,0,0,0,0,1,0,0,0,25,25
180_MM Patel,0,0,0,0,0,0,0,1,0,0,0,25,25
180_SA Asnodkar,5,1,0,0,0,0,6,0,0,0,0,0,6
180_YK Pathan,0,0,0,0,0,1,-2,0,0,0,0,0,-2
180_SK Warne,0,0,0,0,0,0,0,1,0,0,0,25,25
180_G Gambhir,9,1,0,0,0,0,10,0,0,0,0,0,10
180_TM Dilshan,0,0,0,0,0,1,-2,0,0,0,0,0,-2
180_SW Tait,0,0,0,0,0,0,0,0,0,0,0,0,0
180_KD Karthik,23,2,0,0,0,0,25,0,0,0,0,0,25
180_MF Maharoof,0,0,0,0,0,0,0,1,0,0,0,25,25
180_PJ Sangwan,0,0,0,0,0,0,0,1,0,0,0,25,25
180_S Ladda,0,0,0,0,0,0,0,0,0,0,0,0,0
180_GC Smith,18,3,0,0,0,0,21,0,0,0,0,0,21
180_NV Ojha,24,5,1,0,0,0,31,0,0,0,0,0,31
180_AB de Villiers,15,0,0,0,0,0,15,0,0,0,0,0,15
180_AA Jhunjhunwala,53,6,1,1,0,0,69,0,0,0,0,0,69
180_M Manhas,11,1,0,0,0,0,12,0,0,0,0,0,12
180_A Uniyal,4,0,0,0,0,0,4,0,0,0,0,0,4
180_DP Nannes,0,0,0,0,0,0,0,1,0,0,0,25,25
180_AD Mascarenhas,3,0,0,0,0,0,3,2,0,0,0,50,53
180_P Dogra,29,3,2,0,0,0,36,0,0,0,0,0,36
180_V Sehwag,75,13,5,1,0,0,106,0,0,0,0,0,106
181_Bipul Sharma,0,0,0,0,0,0,0,1,0,0,0,25,25
181_YA Abdulla,0,0,0,0,0,0,0,0,0,0,0,0,0
181_V Kohli,16,2,1,0,0,0,20,0,0,0,0,0,20
181_Yuvraj Singh,9,1,0,0,0,0,10,0,0,0,0,0,10
181_RS Bopara,77,11,2,1,0,0,100,0,0,0,0,0,100
181_MS Bisla,75,11,4,1,0,0,102,0,0,0,0,0,102
181_P Kumar,0,0,0,0,0,0,0,1,0,0,0,25,25
181_DW Steyn,0,0,0,0,0,0,0,1,0,0,0,25,25
181_S Sreesanth,0,0,0,0,0,0,0,0,0,0,0,0,0
181_RV Uthappa,51,8,4,1,0,0,75,0,0,0,0,0,75
181_DPMD Jayawardene,26,4,1,0,0,0,32,0,0,0,0,0,32
181_PP Chawla,0,0,0,0,0,0,0,1,0,0,0,25,25
181_A Kumble,0,0,0,0,0,0,0,0,0,0,0,0,0
181_MK Pandey,38,5,3,0,0,0,49,0,0,0,0,0,49
181_JH Kallis,89,13,5,1,0,0,120,1,0,0,0,25,145
181_R Vinay Kumar,0,0,0,0,0,0,0,0,0,0,0,0,0
181_IK Pathan,3,0,0,0,0,0,3,0,0,0,0,0,3
182_BJ Hodge,0,0,0,0,0,1,-2,1,0,0,0,25,23
182_R Ashwin,0,0,0,0,0,0,0,1,0,0,0,25,25
182_M Kartik,21,2,0,0,0,0,23,0,0,0,0,0,23
182_MS Gony,0,0,0,0,0,0,0,1,0,0,0,25,25
182_LR Shukla,19,3,0,0,0,0,22,1,0,0,0,25,47
182_M Muralitharan,0,0,0,0,0,0,0,1,0,0,0,25,25
182_MS Dhoni,66,9,3,1,0,0,89,0,0,0,0,0,89
182_RS Gavaskar,2,0,0,0,0,0,2,0,0,0,0,0,2
182_M Vijay,33,5,0,0,0,0,38,0,0,0,0,0,38
182_S Badrinath,43,4,1,0,0,0,49,0,0,0,0,0,49
182_WP Saha,22,5,0,0,0,0,27,0,0,0,0,0,27
182_SK Raina,18,2,0,0,0,0,20,0,0,0,0,0,20
182_AD Mathews,6,0,0,0,0,0,6,0,0,0,0,0,6
182_JM Kemp,0,0,0,0,0,0,0,3,0,0,0,75,75
182_JA Morkel,0,0,0,0,0,0,0,1,0,0,1,33,33
182_L Balaji,0,0,0,0,0,0,0,2,0,0,1,58,58
182_OA Shah,5,1,0,0,0,0,6,0,0,0,0,0,6
182_I Sharma,6,0,0,0,0,0,6,1,0,0,0,25,31
182_SE Bond,1,0,0,0,0,0,1,0,0,0,0,0,1
182_SC Ganguly,11,1,0,0,0,0,12,0,0,0,0,0,12
182_MK Tiwary,8,2,0,0,0,0,10,0,0,0,0,0,10
182_ML Hayden,1,0,0,0,0,0,1,0,0,0,0,0,1
183_KA Pollard,10,2,0,0,0,0,12,1,0,0,0,25,37
183_A Mishra,3,0,0,0,0,0,3,1,0,0,0,25,28
183_TM Dilshan,17,3,0,0,0,0,20,0,0,0,0,0,20
183_SS Tiwary,61,7,3,1,0,0,82,0,0,0,0,0,82
183_DJ Bravo,9,1,1,0,0,0,12,2,0,0,0,50,62
183_KD Karthik,16,3,0,0,0,0,19,0,0,0,0,0,19
183_MF Maharoof,28,4,2,0,0,0,36,2,0,0,0,50,86
183_ST Jayasuriya,7,1,0,0,0,0,8,2,0,0,0,50,58
183_AT Rayudu,34,4,3,0,0,0,44,0,0,0,0,0,44
183_PJ Sangwan,4,0,0,0,0,0,4,1,0,0,0,25,29
183_S Ladda,0,0,0,0,0,1,-2,2,0,0,0,50,48
183_R Sathish,0,0,0,0,0,0,0,0,0,0,0,0,0
183_AP Tare,17,2,2,0,0,0,23,0,0,0,0,0,23
183_SL Malinga,0,0,0,0,0,0,0,1,0,0,0,25,25
183_AB de Villiers,11,2,0,0,0,0,13,0,0,0,0,0,13
183_M Manhas,1,0,0,0,0,0,1,0,0,0,0,0,1
183_DP Nannes,3,0,0,0,0,0,3,0,0,0,0,0,3
183_Harbhajan Singh,0,0,0,0,0,0,0,2,0,0,1,58,58
183_V Sehwag,26,4,0,0,0,0,30,0,0,0,0,0,30
183_SR Tendulkar,63,11,0,1,0,0,82,0,0,0,0,0,82
183_Z Khan,0,0,0,0,0,0,0,0,0,0,0,0,0
184_DR Martyn,19,1,0,0,0,0,20,0,0,0,0,0,20
184_MM Patel,0,0,0,0,0,1,-2,0,0,0,0,0,-2
184_S Narwal,0,0,0,0,0,1,-2,0,0,0,0,0,-2
184_MJ Lumb,10,1,0,0,0,0,11,0,0,0,0,0,11
184_P Kumar,0,0,0,0,0,0,0,3,0,0,0,75,75
184_DW Steyn,0,0,0,0,0,0,0,0,0,0,0,0,0
184_P Dogra,3,0,0,0,0,0,3,0,0,0,0,0,3
184_YK Pathan,26,3,2,0,0,0,33,0,0,0,0,0,33
184_MK Pandey,42,8,1,0,0,0,52,0,0,0,0,0,52
184_SK Warne,4,0,0,0,0,0,4,0,0,0,0,0,4
184_JH Kallis,44,7,0,0,0,0,51,2,0,0,0,50,101
184_R Vinay Kumar,0,0,0,0,0,0,0,0,0,0,0,0,0
184_M Morkel,2,0,0,0,0,0,2,0,0,0,0,0,2
184_NV Ojha,16,1,0,0,0,0,17,0,0,0,0,0,17
184_A Kumble,0,0,0,0,0,0,0,3,0,0,0,75,75
184_SK Trivedi,0,0,0,0,0,1,-2,0,0,0,0,0,-2
184_AA Jhunjhunwala,5,1,0,0,0,0,6,0,0,0,0,0,6
185_R Ashwin,0,0,0,0,0,0,0,1,0,0,0,25,25
185_A Mishra,6,1,0,0,0,0,7,1,0,0,0,25,32
185_R Bhatia,21,3,2,0,0,0,28,0,0,0,0,0,28
185_M Muralitharan,0,0,0,0,0,0,0,2,0,0,0,50,50
185_TM Dilshan,15,1,0,0,0,0,16,1,0,0,0,25,41
185_M Vijay,14,2,1,0,0,0,18,0,0,0,0,0,18
185_UT Yadav,0,0,0,0,0,0,0,1,0,0,0,25,25
185_KD Karthik,19,2,0,0,0,0,21,0,0,0,0,0,21
185_S Badrinath,14,3,0,0,0,0,17,0,0,0,0,0,17
185_Joginder Sharma,0,0,0,0,0,0,0,1,0,0,0,25,25
185_PA Patel,6,1,0,0,0,0,7,0,0,0,0,0,7
185_PJ Sangwan,0,0,0,0,0,0,0,0,0,0,0,0,0
185_SK Raina,49,6,3,0,0,0,61,0,0,0,0,0,61
185_DA Warner,6,1,0,0,0,0,7,0,0,0,0,0,7
185_JM Kemp,4,0,0,0,0,0,4,0,0,0,0,0,4
185_JA Morkel,0,0,0,0,0,1,-2,0,0,0,0,0,-2
185_L Balaji,0,0,0,0,0,0,0,2,0,0,0,50,50
185_AB de Villiers,2,0,0,0,0,0,2,0,0,0,0,0,2
185_M Manhas,32,5,0,0,0,0,37,0,0,0,0,0,37
185_DP Nannes,0,0,0,0,0,0,0,1,0,0,0,25,25
185_V Sehwag,74,13,3,1,0,0,101,0,0,0,0,0,101
185_ML Hayden,93,16,7,1,0,0,131,0,0,0,0,0,131
186_Bipul Sharma,8,1,0,0,0,0,9,1,0,0,0,25,34
186_PP Ojha,0,0,0,0,0,0,0,1,0,0,0,25,25
186_RS Bopara,38,5,0,0,0,0,43,0,0,0,0,0,43
186_S Sreesanth,12,3,0,0,0,0,15,1,0,0,0,25,40
186_Jaskaran Singh,3,0,0,0,0,0,3,1,0,0,0,25,28
186_PP Chawla,9,1,0,0,0,0,10,0,0,0,0,0,10
186_Anirudh Singh,0,0,0,0,0,1,-2,0,0,0,0,0,-2
186_AB Barath,7,1,0,0,0,0,8,0,0,0,0,0,8
186_Yuvraj Singh,4,1,0,0,0,0,5,2,0,0,0,50,55
186_VVS Laxman,10,1,0,0,0,0,11,0,0,0,0,0,11
186_RP Singh,4,0,0,0,0,0,4,1,0,0,0,25,29
186_A Symonds,53,6,3,1,0,0,73,1,0,0,0,25,98
186_SJ Srivastava,0,0,0,0,0,0,0,1,0,0,0,25,25
186_MS Bisla,0,0,0,0,0,1,-2,0,0,0,0,0,-2
186_DPMD Jayawardene,14,3,0,0,0,0,17,0,0,0,0,0,17
186_HH Gibbs,23,2,0,0,0,0,25,0,0,0,0,0,25
186_TL Suman,26,3,1,0,0,0,31,0,0,0,0,0,31
186_WPUJC Vaas,16,2,1,0,0,0,20,2,0,0,0,50,70
186_KC Sangakkara,0,0,0,0,0,1,-2,0,0,0,0,0,-2
186_RG Sharma,1,0,0,0,0,0,1,1,0,0,0,25,26
186_AC Gilchrist,33,6,2,0,0,0,43,0,0,0,0,0,43
186_IK Pathan,60,8,5,1,0,0,86,1,0,0,0,25,111
187_BJ Hodge,36,3,0,0,0,0,39,0,0,0,0,0,39
187_M Kartik,0,0,0,0,0,0,0,0,0,0,0,0,0
187_MM Patel,4,0,0,0,0,0,4,1,0,0,0,25,29
187_YK Pathan,15,2,0,0,0,0,17,2,0,0,0,50,67
187_SK Warne,1,0,0,0,0,0,1,0,0,0,0,0,1
187_FY Fazal,31,6,0,0,0,0,37,0,0,0,0,0,37
187_SK Trivedi,0,0,0,0,0,0,0,1,0,0,0,25,25
187_AC Voges,37,4,2,0,0,0,45,0,0,0,0,0,45
187_SW Tait,0,0,0,0,0,0,0,0,0,0,0,0,0
187_WP Saha,1,0,0,0,0,0,1,0,0,0,0,0,1
187_AD Mathews,0,0,0,0,0,0,0,0,0,0,0,0,0
187_AB Dinda,0,0,0,0,0,0,0,2,0,0,0,50,50
187_NV Ojha,27,5,0,0,0,0,32,0,0,0,0,0,32
187_AA Jhunjhunwala,45,5,0,0,0,0,50,0,0,0,0,0,50
187_OA Shah,19,2,2,0,0,0,25,0,0,0,0,0,25
187_I Sharma,0,0,0,0,0,0,0,2,0,0,0,50,50
187_SE Bond,0,0,0,0,0,0,0,2,0,0,0,50,50
187_SC Ganguly,33,3,0,0,0,0,36,0,0,0,0,0,36
187_MJ Lumb,0,0,0,0,0,1,-2,0,0,0,0,0,-2
187_CA Pujara,29,4,0,0,0,0,33,0,0,0,0,0,33
187_MK Tiwary,11,2,0,0,0,0,13,0,0,0,0,0,13
187_P Dogra,0,0,0,0,0,1,-2,0,0,0,0,0,-2
188_R Sathish,24,3,0,0,0,0,27,0,0,0,0,0,27
188_AP Tare,9,2,0,0,0,0,11,0,0,0,0,0,11
188_SS Tiwary,25,3,0,0,0,0,28,0,0,0,0,0,28
188_DJ Bravo,1,0,0,0,0,0,1,0,0,0,0,0,1
188_KA Pollard,21,2,1,0,0,0,25,0,0,0,0,0,25
188_Harbhajan Singh,4,0,0,0,0,0,4,1,0,0,0,25,29
188_V Kohli,17,2,2,0,0,0,23,0,0,0,0,0,23
188_DW Steyn,0,0,0,0,0,0,0,3,0,0,0,75,75
188_P Kumar,0,0,0,0,0,0,0,1,0,0,0,25,25
188_EJG Morgan,7,0,0,0,0,0,7,0,0,0,0,0,7
188_RV Uthappa,23,3,1,0,0,0,28,0,0,0,0,0,28
188_A Kumble,0,0,0,0,0,0,0,1,0,0,0,25,25
188_MK Pandey,40,5,2,0,0,0,49,0,0,0,0,0,49
188_SR Tendulkar,25,4,0,0,0,0,29,0,0,0,0,0,29
188_JH Kallis,66,10,0,1,0,0,84,1,0,0,0,25,109
188_R Vinay Kumar,0,0,0,0,0,0,0,3,0,0,0,75,75
188_SL Malinga,0,0,0,0,0,0,0,0,0,0,0,0,0
188_ST Jayasuriya,2,0,0,0,0,0,2,0,0,0,0,0,2
188_Z Khan,23,4,1,0,0,0,29,1,0,0,0,25,54
188_AT Rayudu,3,0,0,0,0,0,3,0,0,0,0,0,3
189_A Mishra,0,0,0,0,0,1,-2,1,0,0,0,25,23
189_PP Ojha,0,0,0,0,0,0,0,1,0,0,0,25,25
189_MD Mishra,1,0,0,0,0,0,1,0,0,0,0,0,1
189_R Sharma,0,0,0,0,0,0,0,2,0,0,0,50,50
189_Y Nagar,1,0,0,0,0,0,1,1,0,0,0,25,26
189_Y Venugopal Rao,1,0,0,0,0,0,1,0,0,0,0,0,1
189_UT Yadav,3,0,0,0,0,0,3,0,0,0,0,0,3
189_KD Karthik,46,6,2,0,0,0,56,0,0,0,0,0,56
189_S Ladda,0,0,0,0,0,1,-2,1,0,0,0,25,23
189_A Symonds,35,5,2,0,0,0,44,3,0,0,0,75,119
189_RP Singh,0,0,0,0,0,0,0,0,0,0,0,0,0
189_DA Warner,57,8,4,1,0,0,81,0,0,0,0,0,81
189_AB de Villiers,27,2,0,0,0,0,29,0,0,0,0,0,29
189_HH Gibbs,31,4,2,0,0,0,39,0,0,0,0,0,39
189_M Manhas,8,1,0,0,0,0,9,0,0,0,0,0,9
189_TL Suman,29,4,1,0,0,0,35,0,0,0,0,0,35
189_DP Nannes,1,0,0,0,0,0,1,1,0,0,0,25,26
189_WPUJC Vaas,3,0,0,0,0,0,3,1,0,0,0,25,28
189_MC Henriques,11,2,0,0,0,0,13,1,0,0,0,25,38
189_RG Sharma,45,6,3,0,0,0,57,0,0,0,0,0,57
189_AC Gilchrist,24,5,1,0,0,0,31,0,0,0,0,0,31
189_V Sehwag,3,0,0,0,0,0,3,0,0,0,0,0,3
190_R Ashwin,2,0,0,0,0,0,2,0,0,0,0,0,2
190_MS Gony,2,0,0,0,0,0,2,0,0,0,0,0,2
190_RS Bopara,1,0,0,0,0,0,1,0,0,0,0,0,1
190_M Muralitharan,0,0,0,0,0,0,0,4,1,0,0,108,108
190_PP Chawla,8,2,0,0,0,0,10,1,0,0,0,25,35
190_M Vijay,0,0,0,0,0,1,-2,0,0,0,0,0,-2
190_Yuvraj Singh,47,7,2,0,0,0,58,1,0,0,0,25,83
190_RR Powar,2,0,0,0,0,0,2,1,0,0,0,25,27
190_M Kaif,14,0,0,0,0,0,14,0,0,0,0,0,14
190_S Badrinath,2,0,0,0,0,0,2,0,0,0,0,0,2
190_J Theron,0,0,0,0,0,1,-2,4,1,0,0,108,106
190_PA Patel,57,6,2,1,0,0,75,0,0,0,0,0,75
190_SK Raina,23,2,2,0,0,0,29,0,0,0,0,0,29
190_SJ Srivastava,0,0,0,0,0,0,0,0,0,0,0,0,0
190_MS Bisla,7,1,0,0,0,0,8,0,0,0,0,0,8
190_DPMD Jayawardene,9,1,1,0,0,0,12,0,0,0,0,0,12
190_JM Kemp,0,0,0,0,0,0,0,0,0,0,0,0,0
190_JA Morkel,13,1,0,0,0,0,14,2,0,0,0,50,64
190_L Balaji,0,0,0,0,0,0,0,1,0,0,0,25,25
190_KC Sangakkara,15,2,0,0,0,0,17,0,0,0,0,0,17
190_ML Hayden,33,6,2,0,0,0,43,0,0,0,0,0,43
190_IK Pathan,39,6,1,0,0,0,47,1,0,0,0,25,72
191_R Sathish,21,3,0,0,0,0,24,0,0,0,0,0,24
191_R McLaren,0,0,0,0,0,0,0,0,0,0,0,0,0
191_SS Tiwary,30,4,1,0,0,0,36,0,0,0,0,0,36
191_KA Pollard,7,1,0,0,0,0,8,0,0,0,0,0,8
191_AD Mathews,3,0,0,0,0,0,3,0,0,0,0,0,3
191_SC Ganguly,31,5,0,0,0,0,36,0,0,0,0,0,36
191_DJ Bravo,0,0,0,0,0,0,0,0,0,0,0,0,0
191_Harbhajan Singh,0,0,0,0,0,0,0,1,0,0,0,25,25
191_M Kartik,0,0,0,0,0,0,0,1,0,0,0,25,25
191_I Sharma,0,0,0,0,0,0,0,2,0,0,0,50,50
191_SR Tendulkar,71,10,0,1,0,0,89,0,0,0,0,0,89
191_SL Malinga,0,0,0,0,0,0,0,0,0,0,0,0,0
191_OA Shah,31,3,0,0,0,0,34,0,0,0,0,0,34
191_Z Khan,0,0,0,0,0,0,0,2,0,0,0,50,50
191_CH Gayle,75,9,2,1,0,0,96,0,0,0,0,0,96
191_S Dhawan,23,4,0,0,0,0,27,0,0,0,0,0,27
191_SE Bond,0,0,0,0,0,0,0,0,0,0,0,0,0
192_R Ashwin,11,1,0,0,0,0,12,0,0,0,0,0,12
192_M Muralitharan,0,0,0,0,0,0,0,3,0,0,0,75,75
192_V Kohli,24,3,1,0,0,0,29,0,0,0,0,0,29
192_M Vijay,3,0,0,0,0,0,3,0,0,0,0,0,3
192_S Tyagi,0,0,0,0,0,0,0,0,0,0,0,0,0
192_S Badrinath,31,6,1,0,0,0,39,0,0,0,0,0,39
192_MK Pandey,20,2,0,0,0,0,22,0,0,0,0,0,22
192_JH Kallis,19,4,0,0,0,0,23,0,0,0,0,0,23
192_A Kumble,0,0,0,0,0,0,0,1,0,0,0,25,25
192_PA Patel,1,0,0,0,0,0,1,0,0,0,0,0,1
192_SK Raina,9,1,1,0,0,0,12,0,0,0,0,0,12
192_R Dravid,14,3,0,0,0,0,17,0,0,0,0,0,17
192_P Kumar,0,0,0,0,0,0,0,1,0,0,0,25,25
192_EJG Morgan,1,0,0,0,0,0,1,0,0,0,0,0,1
192_RV Uthappa,68,9,6,1,0,0,97,0,0,0,0,0,97
192_JA Morkel,19,2,1,0,0,0,23,1,0,0,0,25,48
192_L Balaji,0,0,0,0,0,1,-2,1,0,0,0,25,23
192_DW Steyn,0,0,0,0,0,0,0,0,0,0,0,0,0
192_R Vinay Kumar,0,0,0,0,0,0,0,4,1,0,0,108,108
192_MV Boucher,11,1,1,0,0,0,14,0,0,0,0,0,14
192_ML Hayden,32,5,0,0,0,0,37,0,0,0,0,0,37
192_GJ Bailey,18,2,0,0,0,0,20,0,0,0,0,0,20
193_MM Patel,0,0,0,0,0,0,0,1,0,0,0,25,25
193_RS Bopara,25,1,0,0,0,0,26,0,0,0,0,0,26
193_S Sreesanth,0,0,0,0,0,1,-2,1,0,0,0,25,23
193_PP Chawla,8,1,0,0,0,0,9,1,0,0,0,25,34
193_YK Pathan,28,2,1,0,0,0,32,2,0,0,0,50,82
193_SK Warne,0,0,0,0,0,0,0,1,0,0,0,25,25
193_FY Fazal,45,6,1,0,0,0,53,0,0,0,0,0,53
193_SK Trivedi,0,0,0,0,0,0,0,2,0,0,0,50,50
193_AC Voges,45,6,1,0,0,0,53,0,0,0,0,0,53
193_Yuvraj Singh,15,1,1,0,0,0,18,0,0,0,0,0,18
193_M Kaif,8,1,0,0,0,0,9,0,0,0,0,0,9
193_SW Tait,0,0,0,0,0,0,0,3,0,0,1,83,83
193_J Theron,2,0,0,0,0,0,2,0,0,0,0,0,2
193_SJ Srivastava,0,0,0,0,0,1,-2,1,0,0,0,25,23
193_MS Bisla,35,6,2,0,0,0,45,0,0,0,0,0,45
193_DPMD Jayawardene,23,1,1,0,0,0,26,0,0,0,0,0,26
193_NV Ojha,13,3,0,0,0,0,16,0,0,0,0,0,16
193_AA Jhunjhunwala,0,0,0,0,0,0,0,0,0,0,0,0,0
193_MJ Lumb,41,7,0,0,0,0,48,0,0,0,0,0,48
193_KC Sangakkara,29,6,0,0,0,0,35,0,0,0,0,0,35
193_P Dogra,1,0,0,0,0,0,1,0,0,0,0,0,1
193_IK Pathan,1,0,0,0,0,0,1,0,0,0,0,0,1
194_R Sathish,5,0,0,0,0,0,5,0,0,0,0,0,5
194_SK Raina,83,10,3,1,0,0,107,0,0,0,0,0,107
194_SS Tiwary,2,0,0,0,0,0,2,0,0,0,0,0,2
194_KA Pollard,20,4,1,0,0,0,26,0,0,0,0,0,26
194_DJ Bravo,11,1,1,0,0,0,14,0,0,0,0,0,14
194_R McLaren,1,0,0,0,0,0,1,1,0,0,0,25,26
194_Harbhajan Singh,0,0,0,0,0,0,0,1,0,0,0,25,25
194_JA Morkel,0,0,0,0,0,0,0,0,0,0,0,0,0
194_SB Jakati,0,0,0,0,0,0,0,1,0,0,0,25,25
194_NLTC Perera,0,0,0,0,0,0,0,0,0,0,0,0,0
194_M Muralitharan,0,0,0,0,0,0,0,2,0,0,0,50,50
194_S Badrinath,55,6,0,1,0,0,69,0,0,0,0,0,69
194_L Balaji,0,0,0,0,0,0,0,1,0,0,0,25,25
194_SR Tendulkar,72,9,1,1,0,0,91,0,0,0,0,0,91
194_Joginder Sharma,0,0,0,0,0,0,0,1,0,0,0,25,25
194_SL Malinga,0,0,0,0,0,0,0,0,0,0,0,0,0
194_ML Hayden,20,4,0,0,0,0,24,0,0,0,0,0,24
194_Z Khan,0,0,0,0,0,0,0,0,0,0,0,0,0
194_PA Patel,8,1,0,0,0,0,9,0,0,0,0,0,9
194_S Dhawan,56,8,3,1,0,0,78,0,0,0,0,0,78
195_PP Ojha,0,0,0,0,0,0,0,1,0,0,0,25,25
195_YK Pathan,73,10,8,1,0,0,107,0,0,0,0,0,107
195_SK Warne,0,0,0,0,0,0,0,1,0,0,0,25,25
195_R Sharma,10,1,1,0,0,0,13,0,0,0,0,0,13
195_FY Fazal,8,1,0,0,0,0,9,0,0,0,0,0,9
195_SK Trivedi,0,0,0,0,0,0,0,0,0,0,0,0,0
195_Y Venugopal Rao,2,0,0,0,0,0,2,0,0,0,0,0,2
195_AC Voges,0,0,0,0,0,0,0,0,0,0,0,0,0
195_VVS Laxman,10,1,0,0,0,0,11,0,0,0,0,0,11
195_SW Tait,0,0,0,0,0,0,0,3,0,0,0,75,75
195_RP Singh,1,0,0,0,0,0,1,0,0,0,0,0,1
195_A Symonds,22,3,0,0,0,0,25,0,0,0,0,0,25
195_S Narwal,0,0,0,0,0,0,0,2,0,0,0,50,50
195_AA Jhunjhunwala,0,0,0,0,0,0,0,0,0,0,0,0,0
195_NV Ojha,14,2,1,0,0,0,18,0,0,0,0,0,18
